İlan Numarası,İlan Güncelleme Tarihi,İlçe,Mahalle,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Banyo Sayısı,Fiyat,Krediye Uygunluk,Balkon Durumu,Yatırıma Uygunluk,Site İçerisinde,Eşya Durumu,Takas,WC Sayısı
16066622,13 Ekim 2024,Muratpaşa Satılık Daire,Kızılarık Mahallesi Satılık Daire,Satılık,80 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,5-10,4,Boş,1,"2,249,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16066489,13 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,60 m²,1+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,65 m²,0 (Yeni),3,Boş,1,"2,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16066698,13 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,75 m²,2+1,2.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,101 m²,5-10,8,Boş,1,"3,700,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16066808,13 Ekim 2024,Manavgat Satılık Residence,Gültepe Mahallesi Satılık Residence,Satılık,110 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,130 m²,5-10,3,Boş,2,"8,100,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16066814,13 Ekim 2024,Manavgat Satılık Villa,Evrenseki Mahallesi Satılık Villa,Satılık,200 m²,4+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,220 m²,0 (Yeni),2,Boş,2,"18,000,000",,,Bilinmiyor,Hayır,Boş,Var,
16067800,13 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,61 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,70 m²,0 (Yeni),5,Boş,1,"3,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16067908,13 Ekim 2024,Kepez Satılık Daire,Baraj Mahallesi Satılık Daire,Satılık,100 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,105 m²,1,4,Boş,1,"2,785,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16066820,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,110 m²,5-10,3,Mülk Sahibi Oturuyor,2,"4,200,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16066826,13 Ekim 2024,Manavgat Satılık Daire,Sorgun Mahallesi Satılık Daire,Satılık,55 m²,1+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,60 m²,11-15,4,Boş,1,"3,480,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Var,
16066822,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,110 m²,11-15,3,Kiracı Oturuyor,2,"5,200,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16066309,13 Ekim 2024,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,Satılık,125 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,145 m²,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,"6,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16066859,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,65 m²,1+1,10.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),72 m²,0 (Yeni),11,Boş,1,"2,500,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16065721,13 Ekim 2024,Kepez Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,90 m²,5-10,3,Boş,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16065727,13 Ekim 2024,Muratpaşa Satılık Daire,Meltem Mahallesi Satılık Daire,Satılık,140 m²,3+1,15.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,160 m²,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,1,"5,950,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16067225,13 Ekim 2024,Kepez Satılık Daire,Zafer Mahallesi Satılık Daire,Satılık,110 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,5-10,3,Kiracı Oturuyor,1,"3,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16065732,13 Ekim 2024,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,Satılık,140 m²,3+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,160 m²,16-20,7,Boş,2,"6,200,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16065858,13 Ekim 2024,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,Satılık,120 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,130 m²,16-20,5,Mülk Sahibi Oturuyor,2,"6,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16065862,13 Ekim 2024,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,Satılık,110 m²,2+1,6.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,125 m²,16-20,6,Mülk Sahibi Oturuyor,1,"4,150,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Eşyalı,Var,
16065890,13 Ekim 2024,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,Satılık,100 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,110 m²,5-10,4,Mülk Sahibi Oturuyor,1,"2,675,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16065905,13 Ekim 2024,Konyaaltı Satılık Daire,Akkuyu Mahallesi Satılık Daire,Satılık,80 m²,2+1,1.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,90 m²,11-15,4,Mülk Sahibi Oturuyor,1,"4,700,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16065925,13 Ekim 2024,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,Satılık,165 m²,3+1,2.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,167 m²,11-15,9,Kiracı Oturuyor,2,"6,950,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16065937,13 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,110 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,5-10,4,Boş,1,"5,295,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16065980,13 Ekim 2024,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,Satılık,120 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,130 m²,5-10,4,Mülk Sahibi Oturuyor,2,"5,195,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16065987,13 Ekim 2024,Konyaaltı Satılık Daire,Arapsuyu Mahallesi Satılık Daire,Satılık,235 m²,4+1,1.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,265 m²,16-20,4,Mülk Sahibi Oturuyor,2,"8,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16065990,13 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,160 m²,3+1,3.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,180 m²,4,6,Boş,2,"11,500,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16065392,13 Ekim 2024,Finike Satılık Daire,İskele Mahallesi Satılık Daire,Satılık,70 m²,2+1,5.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,3,5,Mülk Sahibi Oturuyor,1,"2,900,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065395,13 Ekim 2024,Kumluca Satılık Villa,Yazır Mahallesi Satılık Villa,Satılık,220 m²,5+1,,Klimalı,13 Ekim 2024,Konut,Villa,400 m²,0 (Yeni),2,Boş,2,"21,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Var,
16066482,13 Ekim 2024,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,Satılık,50 m²,1+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,65 m²,5-10,4,Boş,1,"2,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Yok,
16065401,13 Ekim 2024,Finike Satılık Daire,İskele Mahallesi Satılık Daire,Satılık,130 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,155 m²,11-15,6,Kiracı Oturuyor,1,"3,000,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065418,13 Ekim 2024,Finike Satılık Daire,Hasyurt Mahallesi Satılık Daire,Satılık,300 m²,5+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,350 m²,21 Ve Üzeri,3,Kiracı Oturuyor,2,"5,650,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16065414,13 Ekim 2024,Kumluca Satılık Daire,Narenciye Mahallesi Satılık Daire,Satılık,130 m²,3+1,5.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,165 m²,11-15,6,Boş,1,"3,700,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065424,13 Ekim 2024,Finike Satılık Daire,Kızılca Mahallesi Satılık Daire,Satılık,75 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),3,Boş,1,"2,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16065428,13 Ekim 2024,Finike Satılık Daire,Kum Mahallesi Satılık Daire,Satılık,155 m²,3+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,180 m²,16-20,6,Boş,1,"3,450,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16066816,13 Ekim 2024,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,Satılık,180 m²,4+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,190 m²,5-10,4,Boş,3,"7,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16065454,13 Ekim 2024,Finike Satılık Daire,Kale Mahallesi Satılık Daire,Satılık,45 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,52 m²,0 (Yeni),3,Boş,1,"1,495,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16065464,13 Ekim 2024,Finike Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,135 m²,3+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,140 m²,11-15,3,Mülk Sahibi Oturuyor,1,"3,295,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16066811,13 Ekim 2024,Manavgat Satılık Daire,Gültepe Mahallesi Satılık Daire,Satılık,180 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,280 m²,5-10,3,Boş,3,"10,950,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16061516,13 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,100 m²,2+1,4.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,120 m²,0 (Yeni),12,Boş,2,"5,400,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16065482,13 Ekim 2024,Finike Satılık Daire,Kum Mahallesi Satılık Daire,Satılık,140 m²,3+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,170 m²,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,2,"3,300,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065478,13 Ekim 2024,Kumluca Satılık Villa,Mavikent Mahallesi Satılık Villa,Satılık,270 m²,7+1,,Klimalı,13 Ekim 2024,Konut,Villa,340 m²,5-10,3,Boş,3,"14,000,000",,,Bilinmiyor,Hayır,,Var,
16062888,14 Ekim 2024,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,Satılık,55 m²,1+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Daire,60 m²,11-15,2,Boş,1,"4,500,000",,,Bilinmiyor,Hayır,,Yok,
16062893,13 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,140 m²,3+1,5.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,145 m²,16-20,5,Kiracı Oturuyor,1,"6,000,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16062895,13 Ekim 2024,Muratpaşa Satılık Daire,Gençlik Mahallesi Satılık Daire,Satılık,165 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,170 m²,11-15,7,Boş,2,"5,270,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16062905,13 Ekim 2024,Muratpaşa Satılık Daire,Şirinyalı Mahallesi Satılık Daire,Satılık,70 m²,1+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,75 m²,21 Ve Üzeri,4,Boş,1,"2,975,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16062909,13 Ekim 2024,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,Satılık,85 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,95 m²,11-15,2,Kiracı Oturuyor,1,"5,450,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16062925,13 Ekim 2024,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,Satılık,145 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,150 m²,5-10,4,Boş,2,"12,499,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16063263,13 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,50 m²,1+1,1.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,55 m²,5-10,4,Boş,1,"2,990,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16063286,13 Ekim 2024,Muratpaşa Satılık Daire,Konuksever Mahallesi Satılık Daire,Satılık,135 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,150 m²,16-20,3,Boş,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16063294,13 Ekim 2024,Kepez Satılık Villa,Ayanoğlu Mahallesi Satılık Villa,Satılık,230 m²,4+1,,Klimalı,13 Ekim 2024,Konut,Villa,250 m²,11-15,3,Boş,2,"5,900,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16063595,13 Ekim 2024,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,Satılık,145 m²,3+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,165 m²,16-20,2,Mülk Sahibi Oturuyor,1,"3,200,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16063302,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,135 m²,3+1,5.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,150 m²,3,7,Boş,2,"5,499,999",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16063599,13 Ekim 2024,Kepez Satılık Daire,Teomanpaşa Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,5-10,2,Mülk Sahibi Oturuyor,1,"2,690,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16066824,13 Ekim 2024,Manavgat Satılık Daire,Gültepe Mahallesi Satılık Daire,Satılık,90 m²,2+1,Bahçe Katı,Merkezi Doğalgaz,13 Ekim 2024,Konut,Merkezi Doğalgaz,130 m²,5-10,2,Mülk Sahibi Oturuyor,2,"8,320,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Var,
16066818,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,220 m²,4+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,270 m²,5-10,4,Boş,3,"7,600,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Eşyalı,Yok,
16064065,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,40 m²,1+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,43 m²,0 (Yeni),3,Boş,1,"3,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16064072,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,92 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),3,Boş,2,"5,800,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16064203,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,90 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,105 m²,0 (Yeni),7,Boş,2,"5,200,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16057812,12 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,90 m²,2+1,Bahçe Katı,Klimalı,12 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Mülk Sahibi Oturuyor,1,"8,500,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16061507,13 Ekim 2024,Alanya Satılık Villa,Payallar Mahallesi Satılık Villa,Satılık,270 m²,4+2,,Klimalı,12 Ekim 2024,Konut,Villa,300 m²,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,2,"10,200,000",,,Bilinmiyor,Evet,Eşyalı,Yok,
16065654,13 Ekim 2024,Konyaaltı Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,Satılık,260 m²,4+2,3.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,330 m²,11-15,3,Mülk Sahibi Oturuyor,2,"30,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16057825,12 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,59 m²,2+1,Düz Giriş (Zemin),Klimalı,12 Ekim 2024,Konut,Klimalı,67 m²,0 (Yeni),3,Boş,1,"3,700,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16057829,12 Ekim 2024,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,Satılık,125 m²,3+1,2.Kat,Kombi Doğalgaz,12 Ekim 2024,Konut,Kombi Doğalgaz,140 m²,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,2,"6,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16057890,12 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,55 m²,1+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Daire,60 m²,16-20,5,Boş,1,"2,250,000",,,,Hayır,,,
16058218,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,185 m²,3+2,Kot 2 (-2).Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,220 m²,4,2,Boş,2,"3,950,000",Krediye Uygun,,,Hayır,,,
16057830,12 Ekim 2024,Döşemealtı Satılık Villa,Düzlerçamı Mahallesi Satılık Villa,Satılık,310 m²,4+1,,Yerden Isıtma,12 Ekim 2024,Konut,Villa,380 m²,0 (Yeni),2,Boş,4,"22,700,000",,,Bilinmiyor,Hayır,Boş,Var,
16057982,12 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,100 m²,2+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,110 m²,5-10,3,Boş,1,"6,000,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16058583,12 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,115 m²,5-10,8,Boş,2,"4,850,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,2
16059609,12 Ekim 2024,Alanya Satılık Daire,Kargıcak Mahallesi Satılık Daire,Satılık,100 m²,2+1,1.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,110 m²,5-10,3,Boş,1,"4,700,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16059837,12 Ekim 2024,Alanya Satılık Daire,Kargıcak Mahallesi Satılık Daire,Satılık,95 m²,2+1,Bahçe Katı,Klimalı,12 Ekim 2024,Konut,Klimalı,100 m²,5-10,2,Boş,1,"6,000,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16060894,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,123 m²,3+1,Villa Tipi,Kombi Doğalgaz,12 Ekim 2024,Konut,Kombi Doğalgaz,150 m²,16-20,3,Mülk Sahibi Oturuyor,2,"9,250,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16059844,13 Ekim 2024,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,Satılık,48 m²,1+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,52 m²,0 (Yeni),11,Boş,1,"2,400,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16060975,13 Ekim 2024,Kepez Satılık Daire,Altıayak Mahallesi Satılık Daire,Satılık,40 m²,1+1,Düz Giriş (Zemin),Klimalı,12 Ekim 2024,Konut,Klimalı,45 m²,0 (Yeni),4,Boş,1,"1,750,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16060192,12 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,105 m²,2+1,8.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,115 m²,5-10,15,Boş,2,"4,685,000",Krediye Uygun Değil,,,Hayır,Boş,Yok,2
16061099,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,110 m²,3+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,125 m²,4,3,Boş,1,"3,420,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16061107,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,78 m²,2+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),3,Boş,1,"2,990,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16061108,15 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Klimalı,12 Ekim 2024,Konut,Daire,90 m²,0 (Yeni),3,Boş,1,"2,370,000",,,Bilinmiyor,Hayır,Boş,Yok,
16061110,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,50 m²,1+1,Yüksek Giriş,Klimalı,12 Ekim 2024,Konut,Klimalı,65 m²,0 (Yeni),2,Boş,1,"1,900,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16061115,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,120 m²,3+1,2.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,135 m²,2,3,Boş,1,"3,230,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16061118,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,185 m²,3+1,3.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,195 m²,0 (Yeni),3,Boş,2,"3,680,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16061119,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,165 m²,3+1,3.Kat,Klimalı,12 Ekim 2024,Konut,Klimalı,190 m²,0 (Yeni),3,Boş,2,"3,850,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16061123,15 Ekim 2024,Manavgat Satılık Daire,Çolaklı Mahallesi Satılık Daire,Satılık,95 m²,2+1,3.Kat,Klimalı,12 Ekim 2024,Konut,Daire,110 m²,0 (Yeni),3,Boş,1,"3,400,000",,,Bilinmiyor,Hayır,Boş,Var,
16062095,13 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,290 m²,4+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,320 m²,4,3,Boş,4,"15,450,000",,,Bilinmiyor,Hayır,Eşyalı,Yok,
16061485,13 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,150 m²,3+1,Çatı Katı,Klimalı,12 Ekim 2024,Konut,Klimalı,170 m²,0 (Yeni),4,Boş,3,"7,900,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16065262,13 Ekim 2024,Kumluca Satılık Daire,Bağlık Mahallesi Satılık Daire,Satılık,120 m²,3+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,135 m²,0 (Yeni),3,Boş,1,"2,900,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065266,13 Ekim 2024,Finike Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,75 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),3,Boş,1,"2,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065273,13 Ekim 2024,Finike Satılık Villa,Hasyurt Mahallesi Satılık Villa,Satılık,250 m²,5+2,,Klimalı,13 Ekim 2024,Konut,Villa,300 m²,21 Ve Üzeri,3,Boş,2,"5,495,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16065285,13 Ekim 2024,Finike Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,75 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),3,Boş,1,"2,200,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16065289,13 Ekim 2024,Finike Satılık Daire,Hasyurt Mahallesi Satılık Daire,Satılık,70 m²,2+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,21 Ve Üzeri,4,Kiracı Oturuyor,1,"2,550,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
